Page Name,Page URL,Category,Status Code,Response Time (ms),Error
"Paneer Kismis Korma Recipe Raisin Paneer Curry","https://sunrisespices.in/recipe-collection/paneer-kismis-korma-recipe-raisin-paneer-curry.html","Healthy","200","36.79",""
"Tomato Dhonepata Rui A Tangy Bengali Fish Curry","https://sunrisespices.in/recipe-collection/tomato-dhonepata-rui-a-tangy-bengali-fish-curry.html","Healthy","200","36.4",""
"Begun Bahar Roasted Eggplant Delight","https://sunrisespices.in/recipe-collection/begun-bahar-roasted-eggplant-delight.html","Healthy","200","61.52",""
"Thai Street Noodles Spicy Stir Fried Noodle Recipe","https://sunrisespices.in/recipe-collection/thai-street-noodles-spicy-stir-fried-noodle-recipe.html","Healthy","200","48.05",""
"Shorshe Posto Murgi Recipe Bengali Style Chicken Curry","https://sunrisespices.in/recipe-collection/shorshe-posto-murgi-recipe-bengali-style-chicken-curry.html","Healthy","200","50.07",""
"Anarosh Ilish A Bengali Dish With Hilsa Pineapple","https://sunrisespices.in/recipe-collection/anarosh-ilish-a-bengali-dish-with-hilsa-pineapple.html","Healthy","200","39.65",""
"Chatpata Dum Aloo Recipe Spicy Saucy Baby Potatoes","https://sunrisespices.in/recipe-collection/chatpata-dum-aloo-recipe-spicy-saucy-baby-potatoes.html","Healthy","200","43.87",""
"Ilish Tel Jhal Recipe Authentic Bengali Hilsa Fish Curry","https://sunrisespices.in/recipe-collection/ilish-tel-jhal-recipe-authentic-bengali-hilsa-fish-curry.html","Healthy","200","48.23",""
"Methi Murgh Recipe Aromatic Punjabi Chicken Curry","https://sunrisespices.in/recipe-collection/methi-murgh-recipe-aromatic-punjabi-chicken-curry.html","Healthy","200","45.1",""
"Tawa Sabji Spicy Veg Stir Fry In A Tomato Onion Gravy","https://sunrisespices.in/recipe-collection/tawa-sabji-spicy-veg-stir-fry-in-a-tomato-onion-gravy.html","Healthy","200","38.33",""
"Paneer Matar Pav Bhaji North Indian Street Food Snack","https://sunrisespices.in/recipe-collection/paneer-matar-pav-bhaji-north-indian-street-food-snack.html","Healthy","200","46.76",""
"Bengali Style Prawns In Mustard Coconut Gravy","https://sunrisespices.in/recipe-collection/bengali-style-prawns-in-mustard-coconut-gravy.html","Healthy","200","316.56",""
"Lahori Murg Curry Spicy Chicken In Creamy Cashew Gravy","https://sunrisespices.in/recipe-collection/lahori-murg-curry-spicy-chicken-in-creamy-cashew-gravy.html","Healthy","200","40.68",""
"Classic Chitol Muitthya In Spiced Bengali Style Gravy","https://sunrisespices.in/recipe-collection/classic-chitol-muitthya-in-spiced-bengali-style-gravy.html","Healthy","200","41.58",""
"Hariye Jawa Chhanar Paturi Bengali Style Chhana Parcel","https://sunrisespices.in/recipe-collection/hariye-jawa-chhanar-paturi-bengali-style-chhana-parcel.html","Healthy","200","42.43",""
"Spicy Creamy Bahari Paneer Recipe With Peppers And Nuts","https://sunrisespices.in/recipe-collection/spicy-creamy-bahari-paneer-recipe-with-peppers-and-nuts.html","Healthy","200","47.83",""
"Egg In A Hole Chicken Sausage Chicken Sausage With Egg","https://sunrisespices.in/recipe-collection/egg-in-a-hole-chicken-sausage-chicken-sausage-with-egg.html","Healthy","200","209.48",""
"Kochu Chingri Kofta Curry Prawns In Creamy Gravy","https://sunrisespices.in/recipe-collection/kochu-chingri-kofta-curry-prawns-in-creamy-gravy.html","Healthy","200","77.25",""
"Hot And Sweet Katla A Sweet N Spicy Bengali Speciality","https://sunrisespices.in/recipe-collection/hot-and-sweet-katla-a-sweet-n-spicy-bengali-speciality.html","Healthy","200","42.94",""
"Krishnokoli Rui Rohu In Cauliflower Leaf Jeera Gravy","https://sunrisespices.in/recipe-collection/krishnokoli-rui-rohu-in-cauliflower-leaf-jeera-gravy.html","Healthy","200","38.55",""
"Kakrar Malaikari Rich Crab Curry In Coconut Milk Gravy","https://sunrisespices.in/recipe-collection/kakrar-malaikari-rich-crab-curry-in-coconut-milk-gravy.html","Healthy","200","48.2",""
"Reshmi Shahzadi Paneer Creamy Koftas In Rich Gravy","https://sunrisespices.in/recipe-collection/reshmi-shahzadi-paneer-creamy-koftas-in-rich-gravy.html","Healthy","200","84.81",""
"Moong Fulkopir Dhoka Traditional Dhoka In Spiced Curry","https://sunrisespices.in/recipe-collection/moong-fulkopir-dhoka-traditional-dhoka-in-spiced-curry.html","Healthy","200","37.72",""
"Bengali Tiger Prawns In A Vibrant And Creamy Gravy","https://sunrisespices.in/recipe-collection/bengali-tiger-prawns-in-a-vibrant-and-creamy-gravy.html","Healthy","200","39.57",""
"Classic Kolkata Style Egg Biryani With Fried Potatoes","https://sunrisespices.in/recipe-collection/classic-kolkata-style-egg-biryani-with-fried-potatoes.html","Healthy","200","48.1",""
"How To Make Bengali Style Chicken Curry Recipe","https://sunrisespices.in/recipe-collection/how-to-make-bengali-style-chicken-curry-recipe.html","Healthy","200","48.67",""
"Sabji Masala Curry Bengali Style Mixed Veggies Recipe","https://sunrisespices.in/recipe-collection/sabji-masala-curry-bengali-style-mixed-veggies-recipe.html","Healthy","200","49.75",""
"Lasauni Fish Tikka Masala Fish In Creamy Garlic Sauce","https://sunrisespices.in/recipe-collection/lasauni-fish-tikka-masala-fish-in-creamy-garlic-sauce.html","Healthy","200","92.06",""
"Aloo Chingri Bengali Style Prawns With Masala Potatoes","https://sunrisespices.in/recipe-collection/aloo-chingri-bengali-style-prawns-with-masala-potatoes.html","Healthy","200","77.53",""
"Egg Lababdar Mughlai Style Creamy Egg Curry","https://sunrisespices.in/recipe-collection/egg-lababdar-mughlai-style-creamy-egg-curry.html","Healthy","200","18.6",""
"Homemade Dabeli Spicy Potato And Peanut Stuffed Pav","https://sunrisespices.in/recipe-collection/homemade-dabeli-spicy-potato-and-peanut-stuffed-pav.html","Healthy","200","38.72",""
"Authentic Bengali Shukto Recipe With Mixed Vegetables","https://sunrisespices.in/recipe-collection/authentic-bengali-shukto-recipe-with-mixed-vegetables.html","Healthy","200","24.61",""
"Spicy Mangsher Bhuna Classic Bengali Mutton Curry","https://sunrisespices.in/recipe-collection/spicy-mangsher-bhuna-classic-bengali-mutton-curry.html","Healthy","200","36.45",""
"Tender Fish Galawti Kebabs Cooked On Tawa","https://sunrisespices.in/recipe-collection/tender-fish-galawti-kebabs-cooked-on-tawa.html","Healthy","200","40.98",""
"Healthy Nutrients Packed Palak Chicken Steam Kebab","https://sunrisespices.in/recipe-collection/healthy-nutrients-packed-palak-chicken-steam-kebab.html","Healthy","200","35.73",""
"Highway Anda Tadka Recipe A Spicy Egg Topped Lentil Stew","https://sunrisespices.in/recipe-collection/highway-anda-tadka-recipe-a-spicy-egg-topped-lentil-stew.html","Healthy","200","43.44",""
"Mochar Paturi Authentic Bengali Banana Blossom Parcels","https://sunrisespices.in/recipe-collection/mochar-paturi-authentic-bengali-banana-blossom-parcels.html","Healthy","200","43.5",""
"Bhangachora Shukto Recipe Bengali Fish Head Stew","https://sunrisespices.in/recipe-collection/bhangachora-shukto-recipe-bengali-fish-head-stew.html","Healthy","200","38.93",""
"Mahi Amritsari Recipe Crispy Deep Fried Fish Fillet","https://sunrisespices.in/recipe-collection/mahi-amritsari-recipe-crispy-deep-fried-fish-fillet.html","Healthy","200","84.29",""
"Tok Mishti Murgir Korma Sweet Tangy Bengali Recipe","https://sunrisespices.in/recipe-collection/tok-mishti-murgir-korma-sweet-tangy-bengali-recipe.html","Healthy","200","39.82",""
"Amritsari Chicken Curry Recipe With Black Pepper Kick","https://sunrisespices.in/recipe-collection/amritsari-chicken-curry-recipe-with-black-pepper-kick.html","Healthy","200","41.56",""
"Tiger Prawns In Coconut Mustard Narkel Shorshe Curry","https://sunrisespices.in/recipe-collection/tiger-prawns-in-coconut-mustard-narkel-shorshe-curry.html","Healthy","200","68.65",""
"Chicken Dak Bungalow Recipe Colonial Chicken Curry","https://sunrisespices.in/recipe-collection/chicken-dak-bungalow-recipe-colonial-chicken-curry.html","Healthy","200","33.42",""
"Pabda Surobhi Recipe Bengali Fish Curry With Mustard Burst","https://sunrisespices.in/recipe-collection/pabda-surobhi-recipe-bengali-fish-curry-with-mustard-burst.html","Healthy","200","60.65",""
"Mutton Bhuna Tender Goat Meat Slow Cooked In Spices","https://sunrisespices.in/recipe-collection/mutton-bhuna-tender-goat-meat-slow-cooked-in-spices.html","Healthy","200","58.73",""
"Goyna Aloor Dum Decorative Bengali Dum Aloo","https://sunrisespices.in/recipe-collection/goyna-aloor-dum-decorative-bengali-dum-aloo.html","Healthy","200","51.13",""
"Corn Malai Mushroom Corn Mushroom Gravy With Popcorn","https://sunrisespices.in/recipe-collection/corn-malai-mushroom-corn-mushroom-gravy-with-popcorn.html","Healthy","200","47.56",""
"Capsi Corn Creamy Sweet Corn Capsicum Masala Recipe","https://sunrisespices.in/recipe-collection/capsi-corn-creamy-sweet-corn-capsicum-masala-recipe.html","Healthy","200","57.13",""
"Matar Paneer Recipe Green Peas And Paneer Curry","https://sunrisespices.in/recipe-collection/matar-paneer-recipe-green-peas-and-paneer-curry.html","Healthy","200","48.31",""
"Begum Pulao Rich Rice Pulao With Paneer And Beetroot","https://sunrisespices.in/recipe-collection/begum-pulao-rich-rice-pulao-with-paneer-and-beetroot.html","Healthy","200","47.3",""
"How To Make Boyal Fish And Banana Stem Stir Fry","https://sunrisespices.in/recipe-collection/how-to-make-boyal-fish-and-banana-stem-stir-fry.html","Healthy","200","75.48",""
"Bandhakopir Shahi Korma Cabbage In Rich Mughlai Gravy","https://sunrisespices.in/recipe-collection/bandhakopir-shahi-korma-cabbage-in-rich-mughlai-gravy.html","Healthy","200","42.75",""
"Bengali Rosogolla Korma Soft Rosogollas In Creamy Gravy","https://sunrisespices.in/recipe-collection/bengali-rosogolla-korma-soft-rosogollas-in-creamy-gravy.html","Healthy","200","41.64",""
"Tangra Machher Dopiyaza Bengali Fish Curry With Onions","https://sunrisespices.in/recipe-collection/tangra-machher-dopiyaza-bengali-fish-curry-with-onions.html","Healthy","200","41.07",""
"Keema Chola Mutton Chana Masala Delight","https://sunrisespices.in/recipe-collection/keema-chola-mutton-chana-masala-delight.html","Healthy","200","45",""
"Sheemer Bharta Classic Bengali Broad Bean Mash Recipe","https://sunrisespices.in/recipe-collection/sheemer-bharta-classic-bengali-broad-bean-mash-recipe.html","Healthy","200","38.67",""
"Mutton Keema Rara Spiced Minced Mutton Curry","https://sunrisespices.in/recipe-collection/mutton-keema-rara-spiced-minced-mutton-curry.html","Healthy","200","45.34",""
"Homestyle Paneer Tikka Quick Spicy Paneer Tikka Recipe","https://sunrisespices.in/recipe-collection/homestyle-paneer-tikka-quick-spicy-paneer-tikka-recipe.html","Healthy","200","17.55",""
"Rich Masoor Dal Made With Keema And Traditional Spices","https://sunrisespices.in/recipe-collection/rich-masoor-dal-made-with-keema-and-traditional-spices.html","Healthy","200","42.37",""
"Aar Machher Jhol Traditional Spiced Bengali Fish Curry","https://sunrisespices.in/recipe-collection/aar-machher-jhol-traditional-spiced-bengali-fish-curry.html","Healthy","200","42.33",""
"Morola Lau Datar Chocchori Morola With Lau Saag Data","https://sunrisespices.in/recipe-collection/morola-lau-datar-chocchori-morola-with-lau-saag-data.html","Healthy","200","49.08",""
"Takeaway Style Chili Gobi Classic Indo Chinese Side","https://sunrisespices.in/recipe-collection/takeaway-style-chili-gobi-classic-indo-chinese-side.html","Healthy","200","43.98",""
"Spiced Capsicum And Potatoes In Butter","https://sunrisespices.in/recipe-collection/spiced-capsicum-and-potatoes-in-butter.html","Healthy","200","46.46",""
"Classic Fragrant Bengali Gondhoraj Pulao With Prawns","https://sunrisespices.in/recipe-collection/classic-fragrant-bengali-gondhoraj-pulao-with-prawns.html","Healthy","200","43.8",""
"Bengali Sweet Potato Fried Rice With Cherries Recipe","https://sunrisespices.in/recipe-collection/bengali-sweet-potato-fried-rice-with-cherries-recipe.html","Healthy","200","41.16",""
"Schezwan Echor Kofta A Decadent Bengali Chinese Fusion","https://sunrisespices.in/recipe-collection/schezwan-echor-kofta-a-decadent-bengali-chinese-fusion.html","Healthy","200","43",""
"Vegetable Tikki Butter Masala Veggie Patties In Gravy","https://sunrisespices.in/recipe-collection/vegetable-tikki-butter-masala-veggie-patties-in-gravy.html","Healthy","200","73.24",""
"Pabda Fish In A Fragrant Tangy Spiced Radhuni Curry","https://sunrisespices.in/recipe-collection/pabda-fish-in-a-fragrant-tangy-spiced-radhuni-curry.html","Healthy","200","64.98",""
"Crispy Koi Fish In White Sesame And Mustard Gravy","https://sunrisespices.in/recipe-collection/crispy-koi-fish-in-white-sesame-and-mustard-gravy.html","Healthy","200","69.95",""
"Masala Egg Poach Spiced Egg Poach In An Onion Gravy","https://sunrisespices.in/recipe-collection/masala-egg-poach-spiced-egg-poach-in-an-onion-gravy.html","Healthy","200","53.38",""
"Bangla Dhonepata Murgi Chicken In Coriander Mint Gravy","https://sunrisespices.in/recipe-collection/bangla-dhonepata-murgi-chicken-in-coriander-mint-gravy.html","Healthy","200","110.67",""
"Laal Shaaker Tikka Recipe Crispy Red Amaranth Patties","https://sunrisespices.in/recipe-collection/laal-shaaker-tikka-recipe-crispy-red-amaranth-patties.html","Healthy","200","87.8",""
"Chana Murg Bharta Chickpeas With Minced Chicken And Duck Eggs Recipe","https://sunrisespices.in/recipe-collection/chana-murg-bharta-chickpeas-with-minced-chicken-and-duck-eggs-recipe.html","Healthy","200","77.06",""
"Authentic Bengali Dim Basonti Recipe Spicy Egg Curry","https://sunrisespices.in/recipe-collection/authentic-bengali-dim-basonti-recipe-spicy-egg-curry.html","Healthy","200","84.2",""
"Creamy Cottage Cheese Delight Paneer Madhuri Recipe","https://sunrisespices.in/recipe-collection/creamy-cottage-cheese-delight-paneer-madhuri-recipe.html","Healthy","200","72.91",""
"Bhetki Gondhoraj Jhol Bengali Fish Curry Recipe","https://sunrisespices.in/recipe-collection/bhetki-gondhoraj-jhol-bengali-fish-curry-recipe.html","Healthy","200","76.2",""
"Lal Mirch Mangsho Spicy Bengali Mutton Curry Recipe","https://sunrisespices.in/recipe-collection/lal-mirch-mangsho-spicy-bengali-mutton-curry-recipe.html","Healthy","200","72.38",""
"Hariyali Dum Aloo Spinach Mint Potato Curry Recipe","https://sunrisespices.in/recipe-collection/hariyali-dum-aloo-spinach-mint-potato-curry-recipe.html","Healthy","200","73.15",""
"Bhai Phota Special Paneer Festive Milky Paneer Delight","https://sunrisespices.in/recipe-collection/bhai-phota-special-paneer-festive-milky-paneer-delight.html","Healthy","200","90.17",""
"Gondhoraj Katla Bhapa Steamed Katla In A Mustard Gravy","https://sunrisespices.in/recipe-collection/gondhoraj-katla-bhapa-steamed-katla-in-a-mustard-gravy.html","Healthy","200","78.79",""
"Kaancha Kumror Bharta Spiced Mashed Green Pumpkin","https://sunrisespices.in/recipe-collection/kaancha-kumror-bharta-spiced-mashed-green-pumpkin.html","Healthy","200","72.49",""
"Bengali Daab Rui Rui Fish In Tender Coconut Gravy","https://sunrisespices.in/recipe-collection/bengali-daab-rui-rui-fish-in-tender-coconut-gravy.html","Healthy","200","51.34",""
"Mochar Chop Classic Bengali Banana Flower Croquettes","https://sunrisespices.in/recipe-collection/mochar-chop-classic-bengali-banana-flower-croquettes.html","Healthy","200","48.95",""
"Crispy Beetroot Golla Snack Balls With Paneer Stuffing","https://sunrisespices.in/recipe-collection/crispy-beetroot-golla-snack-balls-with-paneer-stuffing.html","Healthy","200","49.12",""
"Bengali Chingrir Paturi Prawns In Banana Leaf Wrap","https://sunrisespices.in/recipe-collection/bengali-chingrir-paturi-prawns-in-banana-leaf-wrap.html","Healthy","200","51.11",""
"Paneer Darbari Soft Paneer In Creamy Gravy","https://sunrisespices.in/recipe-collection/paneer-darbari-soft-paneer-in-creamy-gravy.html","Healthy","200","36.59",""
"Delicious Spice Crusted Ghee Roast Chicken Recipe","https://sunrisespices.in/recipe-collection/delicious-spice-crusted-ghee-roast-chicken-recipe.html","Healthy","200","75.27",""
"Bengali Style Spicy Chicken Vindaloo Recipe","https://sunrisespices.in/recipe-collection/bengali-style-spicy-chicken-vindaloo-recipe.html","Healthy","200","35.12",""
"Zero Oil Mutton Kulambu Mutton Pieces In Coconut Gravy","https://sunrisespices.in/recipe-collection/zero-oil-mutton-kulambu-mutton-pieces-in-coconut-gravy.html","Healthy","200","34.16",""
"Bengali Chicken Sabekiyana Spice Infused Chicken Curry","https://sunrisespices.in/recipe-collection/bengali-chicken-sabekiyana-spice-infused-chicken-curry.html","Healthy","200","35.96",""
"Lau Er Kofta Curry Paneer Stuffed Lauki Kofta Curry","https://sunrisespices.in/recipe-collection/lau-er-kofta-curry-paneer-stuffed-lauki-kofta-curry.html","Healthy","200","41.32",""
"Classic Palak Chicken Creamy Spinach Chicken Curry","https://sunrisespices.in/recipe-collection/classic-palak-chicken-creamy-spinach-chicken-curry.html","Healthy","200","42.64",""
"Punjabi Chicken Aromatic Spiced Indian Curry","https://sunrisespices.in/recipe-collection/punjabi-chicken-aromatic-spiced-indian-curry.html","Healthy","200","91.24",""
"Gupi Bagha Chicken And Egg Stuffed Mushroom Skewers","https://sunrisespices.in/recipe-collection/gupi-bagha-chicken-and-egg-stuffed-mushroom-skewers.html","Healthy","200","41.31",""
"Cheesy Baked Chicken Baked Chicken Cheese Casserole","https://sunrisespices.in/recipe-collection/cheesy-baked-chicken-baked-chicken-cheese-casserole.html","Healthy","200","37.08",""
"Chicken Malaikari Bengali Chicken In Creamy Gravy Dish","https://sunrisespices.in/recipe-collection/chicken-malaikari-bengali-chicken-in-creamy-gravy-dish.html","Healthy","200","115.12",""
"Makhani Murgh Classic Creamy Butter Chicken Recipe","https://sunrisespices.in/recipe-collection/makhani-murgh-classic-creamy-butter-chicken-recipe.html","Healthy","200","330.69",""
"Chicken Kofta Spiced Chicken Kofta With Cream Sauce","https://sunrisespices.in/recipe-collection/chicken-kofta-spiced-chicken-kofta-with-cream-sauce.html","Healthy","200","36.22",""
"Chicken Dopiyaza Chicken Curry With Onion Two Ways","https://sunrisespices.in/recipe-collection/chicken-dopiyaza-chicken-curry-with-onion-two-ways.html","Healthy","200","37.92",""
"Authentic Amrita Shukto With Karela Masoor Dal Cutlets","https://sunrisespices.in/recipe-collection/authentic-amrita-shukto-with-karela-masoor-dal-cutlets.html","Healthy","200","36.71",""
"Bengali Coco Paneer Recipe With Cashews Coconut Milk Poppy Seeds","https://sunrisespices.in/recipe-collection/bengali-coco-paneer-recipe-with-cashews-coconut-milk-poppy-seeds.html","Healthy","200","36.78",""
"Lau Chingrir Mel Bandhan Lau Leaves And Prawn Bata","https://sunrisespices.in/recipe-collection/lau-chingrir-mel-bandhan-lau-leaves-and-prawn-bata.html","Healthy","200","41.32",""
"Dim Paneer Er Jugalbandhi Steamed Egg Paneer Curry","https://sunrisespices.in/recipe-collection/dim-paneer-er-jugalbandhi-steamed-egg-paneer-curry.html","Healthy","200","36.63",""
"Natkhat Chicken Tangy And Spicy Chicken Curry","https://sunrisespices.in/recipe-collection/natkhat-chicken-tangy-and-spicy-chicken-curry.html","Healthy","200","86.32",""
"Maharani Chicken Succulent Chicken In Cashew Gravy","https://sunrisespices.in/recipe-collection/maharani-chicken-succulent-chicken-in-cashew-gravy.html","Healthy","200","57.03",""
"Mughlai Chicken Curry Tender Chicken In Creamy Curry","https://sunrisespices.in/recipe-collection/mughlai-chicken-curry-tender-chicken-in-creamy-curry.html","Healthy","200","51.71",""
"Murg Nur Jehani Shahi Chicken With Almond Spice","https://sunrisespices.in/recipe-collection/murg-nur-jehani-shahi-chicken-with-almond-spice.html","Healthy","200","54.27",""
"Dim Bhapa Eggs Steamed In Bengali Sarso Coconut Gravy","https://sunrisespices.in/recipe-collection/dim-bhapa-eggs-steamed-in-bengali-sarso-coconut-gravy.html","Healthy","200","51.46",""
"Kheer Bahari Dum Aloo Creamy Potato Curry With Chhana","https://sunrisespices.in/recipe-collection/kheer-bahari-dum-aloo-creamy-potato-curry-with-chhana.html","Healthy","200","56.56",""
"Chotpota Dim Shorshe Egg Curry In Fiery Mustard Gravy","https://sunrisespices.in/recipe-collection/chotpota-dim-shorshe-egg-curry-in-fiery-mustard-gravy.html","Healthy","200","51.59",""
"Ball Chilli Chicken Classic Chilli Chicken Meatballs","https://sunrisespices.in/recipe-collection/ball-chilli-chicken-classic-chilli-chicken-meatballs.html","Healthy","200","45.36",""
"Chicken Methi Kaju Curry Creamy Nutty Chicken Curry","https://sunrisespices.in/recipe-collection/chicken-methi-kaju-curry-creamy-nutty-chicken-curry.html","Healthy","200","49.52",""
"Chicken Shorshe Posto Chicken In Mustard Poppy Gravy","https://sunrisespices.in/recipe-collection/chicken-shorshe-posto-chicken-in-mustard-poppy-gravy.html","Healthy","200","48.75",""
"Bahari Egg Curry Hard Boiled Eggs In Spicy Gravy","https://sunrisespices.in/recipe-collection/bahari-egg-curry-hard-boiled-eggs-in-spicy-gravy.html","Healthy","200","42.11",""
"Begun Bahar Brinjal In Tangy Mustard Poppy Seed Gravy","https://sunrisespices.in/recipe-collection/begun-bahar-brinjal-in-tangy-mustard-poppy-seed-gravy.html","Healthy","200","38.53",""
"Chicken Chatpati Spicy And Tangy Chicken Curry Recipe","https://sunrisespices.in/recipe-collection/chicken-chatpati-spicy-and-tangy-chicken-curry-recipe.html","Healthy","200","39.88",""
"Pastuni Chicken Drumsticks Creamy Smoky Chicken Gravy","https://sunrisespices.in/recipe-collection/pastuni-chicken-drumsticks-creamy-smoky-chicken-gravy.html","Healthy","200","59.26",""
"Darbari Pepe Bengali Raw Papaya Curry With Potatoes","https://sunrisespices.in/recipe-collection/darbari-pepe-bengali-raw-papaya-curry-with-potatoes.html","Healthy","200","55.02",""
"Spice Packed Malvani Chicken Curry With Coconut Paste","https://sunrisespices.in/recipe-collection/spice-packed-malvani-chicken-curry-with-coconut-paste.html","Healthy","200","65.25",""
"Fusion Bengali Turkish Chicken Chicken In Cheesy Sauce","https://sunrisespices.in/recipe-collection/fusion-bengali-turkish-chicken-chicken-in-cheesy-sauce.html","Healthy","200","58.6",""
"Rajkumari Chicken Shahi Chicken With Cream Almonds","https://sunrisespices.in/recipe-collection/rajkumari-chicken-shahi-chicken-with-cream-almonds.html","Healthy","200","64.41",""
"Aitijyobahi Katla R Rezala Katla Rezala Bengali Recipe","https://sunrisespices.in/recipe-collection/aitijyobahi-katla-r-rezala-katla-rezala-bengali-recipe.html","Healthy","200","59.91",""
"White Shahi Chicken Korma Creamy Chicken Korma Recipe","https://sunrisespices.in/recipe-collection/white-shahi-chicken-korma-creamy-chicken-korma-recipe.html","Healthy","200","63.72",""
"Kadhi Makhana Creamy Yoghurt Based Makhana Curry","https://sunrisespices.in/recipe-collection/kadhi-makhana-creamy-yoghurt-based-makhana-curry.html","Healthy","200","63.96",""
"Baked Pav Bhaji Spiced Veg Mash With Toasted Bread","https://sunrisespices.in/recipe-collection/baked-pav-bhaji-spiced-veg-mash-with-toasted-bread.html","Healthy","200","58.82",""
"Classic North Indian Chole With Fluffy Fried Bhature","https://sunrisespices.in/recipe-collection/classic-north-indian-chole-with-fluffy-fried-bhature.html","Healthy","200","62.09",""
"Baked Shahi Paneer Oven Roasted Melt In Your Mouth Paneer","https://sunrisespices.in/recipe-collection/baked-shahi-paneer-oven-roasted-melt-in-your-mouth-paneer.html","Healthy","200","63.9",""
"Spicy Stir Fried Haka Noodles With Chicken","https://sunrisespices.in/recipe-collection/spicy-stir-fried-haka-noodles-with-chicken.html","Healthy","200","67.65",""
"Crispy Fried Vegetables Batter Coated Bite Sized Delights","https://sunrisespices.in/recipe-collection/crispy-fried-vegetables-batter-coated-bite-sized-delights.html","Healthy","200","67.82",""
"Aloo Paratha Recipe Spiced Potato Stuffed Flatbread With A Twist","https://sunrisespices.in/recipe-collection/aloo-paratha-recipe-spiced-potato-stuffed-flatbread-with-a-twist.html","Healthy","200","61.42",""
"Easy Quick Dum Aloo Soft Baby Potatoes In Velvety Gravy","https://sunrisespices.in/recipe-collection/easy-quick-dum-aloo-soft-baby-potatoes-in-velvety-gravy.html","Healthy","200","57.73",""
"Bhoger Labra Recipe Bengali Mixed Veggie Delight","https://sunrisespices.in/recipe-collection/bhoger-labra-recipe-bengali-mixed-veggie-delight.html","Healthy","200","36.96",""
"Bhoger Khichuri Recipe Bengali Style Vegetarian Khichdi","https://sunrisespices.in/recipe-collection/bhoger-khichuri-recipe-bengali-style-vegetarian-khichdi.html","Healthy","200","59.06",""
"Raj Kachori Recipe Crispy Chaat Filled With Chutney Sev","https://sunrisespices.in/recipe-collection/raj-kachori-recipe-crispy-chaat-filled-with-chutney-sev.html","Healthy","200","26.57",""
"Vegetable Jalfrezi Recipe Quick Healthy Delicious","https://sunrisespices.in/recipe-collection/vegetable-jalfrezi-recipe-quick-healthy-delicious.html","Healthy","200","88.5",""
"Stir Fried Mustard Fish Bengali Classic With Mustard Kick","https://sunrisespices.in/recipe-collection/stir-fried-mustard-fish-bengali-classic-with-mustard-kick.html","Healthy","200","44.41",""
"Chicken Puff Recipe Flaky Puff Pastry With Creamy Chicken Filling","https://sunrisespices.in/recipe-collection/chicken-puff-recipe-flaky-puff-pastry-with-creamy-chicken-filling.html","Healthy","200","43.54",""
"About Us","https://sunrisespices.in/about-us.html","Healthy","200","51.61",""
"Faq","https://sunrisespices.in/faq.html","Healthy","200","41.3",""
"Contact Us","https://sunrisespices.in/contact-us.html","Healthy","200","159.93",""
"Terms And Conditions","https://sunrisespices.in/terms-and-conditions.html","Healthy","200","192.72",""
"Privacy Policy","https://sunrisespices.in/privacy-policy.html","Healthy","200","316.26",""
"Sitemap","https://sunrisespices.in/sitemap.html","Healthy","200","43.77",""
"Factory Locator","https://sunrisespices.in/factory-locator.html","Healthy","200","24.45",""
"Sunrise Bafoo","https://sunrisespices.in/sunrise-bafoo.html","Healthy","200","34.87",""
"Sunrise Moon","https://sunrisespices.in/sunrise-moon.html","Healthy","200","35.86",""
"Meghalaya X Sunrise Spices Masala","https://sunrisespices.in/meghalaya-x-sunrise-spices-masala.html","Healthy","200","38.35",""
"Sunrise Soyacurry","https://sunrisespices.in/sunrise-soyacurry.html","Healthy","200","72.51",""
"Mysunriserecipe","https://sunrisespices.in/mysunriserecipe.html","Healthy","200","184.44",""
"Restaurant Magic","https://sunrisespices.in/restaurant-magic.html","Healthy","200","184.94",""
"Assam","https://sunrisespices.in/assam.html","Healthy","200","43.35",""
"Til Chicken","https://sunrisespices.in/assam/til-chicken.html","Healthy","200","41.95",""
"Jharkhand","https://sunrisespices.in/jharkhand.html","Healthy","200","42.02",""
"Meghalaya","https://sunrisespices.in/meghalaya.html","Healthy","200","38.97",""
"Chinese Masala","https://sunrisespices.in/ChineseMasala.html","Healthy","200","36.27",""
"Which Bengali Dish Are You","https://sunrisespices.in/which-bengali-dish-are-you.html","Healthy","200","26.76",""
